year,section,type,Champ,Art,prog,Ligne,code,fr_label,ar_label,amount_previous,amount_proposed,amount_approved
2020,Fonctionnement,Crédits,10,10,10,20,10.10.10.20,Achat de petit matériel fongible de décoration et de pavoisement,ﺸﺮﺍﺀ ﻋﺘﺎﺩ ﺼﻐﻴﺮ ﻟﻠﺘﺰﻳﻴﻦ       ,160000.0,160000.0,160000.0
2020,Fonctionnement,Crédits,10,10,10,20,10.10.10.20,Location de matériel des fêtes,ﺍﻛﺘﺮﺍﺀ ﻋﺘﺎﺩ ﺍﻟﺤﻔﻼﺕ   ,50000.0,50000.0,50000.0
2020,Fonctionnement,Crédits,10,10,10,20,10.10.10.20,Achat dobjets dart ou cadeaux remis en prix ou cadeaux remis aux délégations étrangères,ﺍﻟﺩﻮﻟﻴﺔ ﺸﺮﺍﺀ ﺍﻟﺘﺤﻒ ﺍﻟﻔﻧﻴﺔ ﻮﺍﻟﻬﺩﺍﻳﺎ ﻟﺘﺴﻠﻴﻡ ﺍﻟﺠﻮﺍﺋﺰ ﺃﻮ ﻫﺩﺍﻳﺎ ﻟﻠﺑﻌﺜﺎﺕ  ,30000.0,30000.0,30000.0
2020,Fonctionnement,Crédits,10,10,10,20,10.10.10.20,Frais dhebergement de restauration et de réception,ﻣﺼﺎﺭﻳﻒ ﺍﻹﻗﺎﻣﺔ ﻮﺍﻹﻄﻌﺎﻡ ﻮﺍﻹﺴﺘﻘﺑﺎﻝ ,100000.0,100000.0,100000.0
2020,Fonctionnement,Crédits,10,10,10,20,10.10.10.20,Frais danimation artistiques et culturelles,ﻣﺼﺎﺭﻳﻒ ﺍﻟﻧﺸﺎﻄ ﺍﻟﺜﻘﺎﻓﻲ ﻮﺍﻟﻔﻧﻲ,100000.0,100000.0,100000.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  20,,440000.0,440000.0,440000.0
2020,Fonctionnement,Crédits,10,10,10,30,10.10.10.30,Cotisation aux organismes internationaux,ﺍﻟﻣﺴﺎﻫﻣﺔ ﻓﻲ ﻣﺼﺎﺭﻳﻒ ﺍﻟﻣﻧﻈﻣﺎﺕ ﺍﻟﺩﻮﻟﻴﺔ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,30,10.10.10.30,Cotisation à,ﺍﻟﻣﺴﺎﻫﻣﺔ ﻓﻲ  ,40000.0,40000.0,40000.0
2020,Fonctionnement,Crédits,10,10,10,30,10.10.10.30,Cotisation à,ﺍﻟﻣﺴﺎﻫﻣﺔ ﻓﻲ  ,20000.0,20000.0,20000.0
2020,Fonctionnement,Crédits,10,10,10,30,10.10.10.30,Cotisation à,ﺍﻟﻣﺴﺎﻫﻣﺔ ﻓﻲ  ,1000.0,1000.0,1000.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  30,,61000.0,61000.0,61000.0
2020,Fonctionnement,Crédits,10,10,10,40,10.10.10.40,Jumelage,,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,40,10.10.10.40,Frais de transport à lintérieur du Royaume,ﻣﺼﺎﺭﻳﻒ ﺍﻟﻧﻘﻞ ﺩﺍﺧﻞ ﺍﻟﻣﻣﻠﻜﺔ    ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,40,10.10.10.40,Frais de transport à létranger,ﻣﺼﺎﺭﻳﻒ ﺍﻟﻧﻘﻞ ﺑﺎﻟﺧﺎﺭﺝ  ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,40,10.10.10.40,Frais de mission à létranger,ﻣﺼﺎﺭﻳﻒ ﺍﻟﻣﻬﻣﺔ ﺑﺎﻟﺧﺎﺭﺝ  ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,40,10.10.10.40,Frais dhebergement de restauration et de réception,ﻣﺼﺎﺭﻳﻒ ﺍﻹﻗﺎﻣﺔ ﻮﺍﻹﻄﻌﺎﻡ ﻮﺍﻹﺴﺘﻘﺑﺎﻝ ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,40,10.10.10.40,Achat dobjets dart ou cadeaux remis en prix ou cadeaux remis aux délégations étrangères,ﺍﻟﺩﻮﻟﻴﺔ ﺸﺮﺍﺀ ﺍﻟﺘﺤﻒ ﺍﻟﻔﻧﻴﺔ ﻮﺍﻟﻬﺩﺍﻳﺎ ﻟﺘﺴﻠﻴﻡ ﺍﻟﺠﻮﺍﺋﺰ ﺃﻮ ﻫﺩﺍﻳﺎ ﻟﻠﺑﻌﺜﺎﺕ  ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  40,,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,50,10.10.10.50,Abonnement et documentation,ﺇﺸﺘﺮﺍﻛﺎﺕ ﻮﻮﺛﺎﺋﻖ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,50,10.10.10.50,Abonnement aux bulletins officiels et aux journaux et revues,ﺍﺸﺘﺮﺍﻙ ﻓﻲ ﺍﻟﺠﺮﺍﺋﺩ ﺍﻟﺮﺴﻣﻴﺔ ﻮﺍﻟﺠﺮﺍﺋﺩ ﻮﺍﻟﻣﺠﻼﺕ,6000.0,6000.0,6000.0
2020,Fonctionnement,Crédits,10,10,10,50,10.10.10.50,Abonnement aux agences dinformation,ﺍﺸﺘﺮﺍﻙ ﻓﻲ ﻮﻛﺎﻻﺕ ﺍﻷﻧﺑﺎﺀ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,50,10.10.10.50,Abonnement aux réseaux dinformation,ﺍﺸﺘﺮﺍﻙ ﻓﻲ ﺸﺑﻜﺎﺕ ﺍﻷﻧﺑﺎﺀ  ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,50,10.10.10.50,Achat de documentations diverses,ﺸﺮﺍﺀ ﻮﺛﺎﺋﻖ ﻣﺧﺘﻠﻔﺔ,10000.0,10000.0,10000.0
2020,Fonctionnement,Crédits,10,10,10,50,10.10.10.50,Abonnement aux réseaux deau et déléctricité,ﺍﺸﺘﺮﺍﻙ ﻓﻲ ﺸﺑﻜﺎﺕ ﺍﻟﻣﺎﺀ ﻮﺍﻟﻜﻬﺮﺑﺎﺀ    ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  50,,16000.0,16000.0,16000.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Organisation de séminaires colloques et stages,ﺗﻧﻈﻴﻡ ﺍﻟﻧﺩﻮﺍﺕ ﻮﺍﻟﻣﻧﺎﻈﺮﺍﺕ ﻮﺍﻟﺘﺩﺍﺭﻳﺏ    ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Frais de réception,ﻣﺼﺎﺭﻳﻒ ﺍﻹﺴﺘﻘﺑﺎﻝ ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Frais dhebergement et de restauration,ﻣﺼﺎﺭﻳﻒ ﺍﻹﻳﻮﺍﺀ ﻮﺍﻹﻄﻌﺎﻡ,5000.0,5000.0,5000.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Frais de transport,ﻣﺼﺎﺭﻳﻒ ﺍﻟﻧﻘﻞ,5000.0,5000.0,5000.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Fournitures et impression,ﻟﻮﺍﺯﻡ ﻮﻄﺑﻊ,5000.0,5000.0,5000.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Location de matériel didactique,ﻛﺮﺍﺀ ﺍﻟﻌﺘﺎﺩ ﺍﻟﺘﻌﻠﻴﻣﻲ  ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Frais dhonoraires,ﻣﺼﺎﺭﻳﻒ ﺍﻷﺗﻌﺎﺏ,7000.0,7000.0,7000.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Vacations,ﺍﻟﺘﻌﻮﻳﻀﺎﺕ,6000.0,6000.0,6000.0
2020,Fonctionnement,Crédits,10,10,10,60,10.10.10.60,Frais danimation,ﻣﺼﺎﺭﻳﻒ ﺍﻟﺘﻧﺸﻴﻄ,10000.0,10000.0,10000.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  60,,38000.0,38000.0,38000.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du programme  10,,1313200.0,1313200.0,1313200.0
2020,Fonctionnement,Crédits,10,20,20,0,10.20.20.00,Actions liées à la gestion du personnel,ﺍﻷﻧﺸﻄﺔ ﺍﻟﻣﺘﻌﻠﻘﺔ ﺑﺘﺴﻴﻴﺮ ﺍﻟﻣﻮﻈﻔﻴﻦ      ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,10,10.20.20.10,Rémunérations principales,ﺍﻟﺮﻮﺍﺗﺏ ﺍﻷﺴﺎﺴﻴﺔ  ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,10,10.20.20.10,Traitements et indémnités permanentes du personnel titulaire et assimilés,ﺍﻟﺮﻮﺍﺗﺏ ﻮﺍﻟﺘﻌﻮﻳﻀﺎﺕ ﺍﻟﻘﺎﺭﺓ ﻟﻠﻣﻮﻈﻔﻴﻦ ﺍﻟﺮﺴﻣﻴﻴﻦ ﻮﻣﺘﻼﺋﻣﻬﻡ       ,31200000.0,32230000.0,32230000.0
2020,Fonctionnement,Crédits,10,20,20,10,10.20.20.10,Salaires et indemnités du personnel temporaire,ﺍﻷﺠﻮﺭ ﻮﺍﻟﺘﻌﻮﻳﻀﺎﺕ ﻟﻠﻣﻮﻈﻔﻴﻦ ﺍﻟﻣﺆﻗﺘﻴﻦ    ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,10,10.20.20.10,Salaires des contractuels,ﺃﺠﻮﺭ ﺍﻟﻣﺘﻌﺎﻗﺩﻳﻦ,1000.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,10,10.20.20.10,Salaires du personnel occasionnel,ﺃﺠﻮﺭ ﺍﻷﻋﻮﺍﻦ ﺍﻟﻌﺮﻀﻴﻴﻦ,1000.0,900000.0,900000.0
2020,Fonctionnement,Crédits,10,20,20,10,10.20.20.10,Salaires et traitements des volontaires au service national actif VSNA,ﺃﺠﻮﺭ ﻮﺭﻮﺍﺗﺏ ﺍﻟﻣﺘﻄﻮﻋﻴﻦ ﻓﻲ ﺇﻄﺎﺭ ﺍﻟﺧﺩﻣﺔ ﺍﻟﻮﻄﻧﻴﺔ ﺍﻟﻧﺸﻴﻄﺔ,1000.0,0.0,0.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  10,,31203000.0,33130000.0,33130000.0
2020,Fonctionnement,Crédits,10,20,20,20,10.20.20.20,Indémnités diverses,ﺗﻌﻮﻳﻀﺎﺕ ﻣﺧﺘﻠﻔﺔ  ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,20,10.20.20.20,Indemnités pour travaux supplémentaires,ﺗﻌﻮﻳﻀﺎﺕ ﻋﻦ ﺍﻷﺸﻐﺎﻝ ﺍﻹﻀﺎﻓﻴﺔ    ,400000.0,400000.0,400000.0
2020,Fonctionnement,Crédits,10,20,20,20,10.20.20.20,indémnités de caisse,ﺗﻌﻮﻳﻀﺎﺕ ﻋﻦ ﺍﻟﺼﻧﺩﻮﻖ   ,1000.0,1000.0,1000.0
2020,Fonctionnement,Crédits,10,20,20,20,10.20.20.20,Indémnités dusure deffet,ﺗﻠﻒ ﺍﻟﺴﻧﺩﺍﺕ   ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,20,10.20.20.20,Indemnités pour travaux pénibles et salissants,ﺍﻟﺘﻌﻮﻳﻀﺎﺕ ﻋﻦ ﺍﻷﺸﻐﺎﻝ ﺍﻟﺸﺎﻗﺔ ﻮﺍﻟﻣﻮﺴﺧﺔ      ,1092000.0,1180000.0,1180000.0
2020,Fonctionnement,Crédits,10,20,20,20,10.20.20.20,Vacations,,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,20,10.20.20.20,Indemnités de responsabilités,ﺗﻌﻮﻳﻀﺎﺕ ﻋﻦ ﺍﻟﻣﺴﺆﻮﻟﻴﺔ   ,330000.0,330000.0,330000.0
2020,Fonctionnement,Crédits,10,20,20,20,10.20.20.20,Indemnités pour organisations des concours et examens,ﺗﻌﻮﻳﻀﺎﺕ ﻋﻦ ﺍﻹﺸﺮﺍﻒ ﻋﻠﻰ ﺍﻟﻣﺑﺎﺭﻳﺎﺕ ﻮﺍﻻﻣﺘﺤﺎﻧﺎﺕ       ,30000.0,30000.0,30000.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  20,,1853000.0,1941000.0,1941000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Cotisations et avantages sociaux,ﺗﻐﻄﻴﺔ ﻮﻓﻮﺍﺋﺩ ﺇﺠﺘﻣﺎﻋﻴﺔ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Participations patronales à la caisse marocaine de retraite CMR,ﻣﺴﺎﻫﻣﺔ ﺃﺭﺑﺎﺏ ﺍﻟﻌﻣﻞ ﻓﻲ ﺍﻟﺼﻧﺩﻮﻖ ﺍﻟﻣﻐﺮﺑﻲ ﻟﻠﺘﻘﺎﻋﺩ       ,4160000.0,4260000.0,4260000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Participations patronales au régime collectif dallocation de retraite RCAR,ﺍﻟﻣﺴﺎﻫﻣﺎﺕ ﻓﻲ ﺍﻟﻧﻈﺎﻡ ﺍﻟﺠﻣﺎﻋﻲ ﻟﻣﻧﺢ ﺭﻮﺍﺗﺏ ﺍﻟﺘﻘﺎﻋﺩ      ,1000.0,100000.0,100000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Participations patronales aux organismes de prévoyance sociale CNOPS,ﺍﻟﻣﺴﺎﻫﻣﺎﺕ ﻓﻲ ﻣﻧﻈﻣﺎﺕ ﺍﻹﺤﺘﻴﺎﻄ ﺍﻹﺠﺘﻣﺎﻋﻲ   ,718000.0,750000.0,750000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Prime de naissance,ﺍﻟﺘﻌﻮﻳﺾ ﻋﻦ ﺍﻟﻮﻻﺩﺓ,30000.0,30000.0,30000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Assurance des fonctionnaires et agents,ﺗﺄﻣﻴﻦ ﺍﻟﻮﻈﻔﻴﻦ ﻮﺍﻷﻋﻮﺍﻦ,220000.0,220000.0,220000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Aide exceptionnelle au logement,ﺍﻹﻋﺎﻧﺔ ﺍﻹﺴﺘﺜﻧﺎﺋﻴﺔ ﻟﻠﺴﻜﻧﻰ,1000.0,1000.0,1000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Assistance au titre du pèlerinage aux lieux saints de lislam,ﺇﻋﺎﻧﺎﺕ ﻟﺘﺄﺩﻳﺔ ﻓﺮﻳﻀﺔ ﺍﻟﺤﺞ      ,60000.0,60000.0,60000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Habillement des agents y ayant droit,ﻟﺑﺎﺲ ﺍﻷﻋﻮﺍﻦ ﺍﻟﻣﺴﺘﺧﺩﻣﻴﻦ,150000.0,150000.0,150000.0
2020,Fonctionnement,Crédits,10,20,20,30,10.20.20.30,Assistance à loccasion de la fête du sacrifice,ﺇﻋﺎﻧﺎﺕ ﺑﻣﻧﺎﺴﺑﺔ ﻋﻴﺩ ﺍﻷﻀﺤﻰ       ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  30,,5340000.0,5571000.0,5571000.0
2020,Fonctionnement,Crédits,10,20,20,40,10.20.20.40,Transport et déplacement du personnel titulaire et contractuel,ﻧﻘﻞ ﻮﺗﻧﻘﻞ ﺍﻟﻣﻮﻈﻔﻴﻦ ﻮﺍﻟﻣﺘﻌﺎﻗﺩﻳﻦ      ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,20,20,40,10.20.20.40,Frais de déplacement à lintérieur du Royaume,ﻣﺼﺎﺭﻳﻒ ﺍﻟﺘﻧﻘﻞ ﺩﺍﺧﻞ ﺍﻟﻣﻣﻠﻜﺔ     ,350000.0,350000.0,350000.0
2020,Fonctionnement,Crédits,10,20,20,40,10.20.20.40,Frais de mission à létranger,ﻣﺼﺎﺭﻳﻒ ﺍﻟﻣﻬﻣﺔ ﺑﺎﻟﺧﺎﺭﺝ  ,30000.0,30000.0,30000.0
2020,Fonctionnement,Crédits,10,20,20,40,10.20.20.40,Frais de transport à lintérieur du Royaume,ﻣﺼﺎﺭﻳﻒ ﺍﻟﻧﻘﻞ ﺩﺍﺧﻞ ﺍﻟﻣﻣﻠﻜﺔ    ,1000.0,1000.0,1000.0
2020,Fonctionnement,Crédits,10,20,20,40,10.20.20.40,Frais de stage,ﻣﺼﺎﺭﻳﻒ ﺍﻟﺘﺩﺍﺭﻳﺏ,30000.0,30000.0,30000.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  40,,411000.0,411000.0,411000.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du programme  20,,38807000.0,41053000.0,41053000.0
2020,Fonctionnement,Crédits,10,30,30,0,10.30.30.00,Actions liées aux autres moyens de fonctionnement,ﺍﻷﻧﺸﻄﺔ ﺍﻟﻣﺘﻌﻠﻘﺔ ﺑﻮﺴﺎﺋﻞ ﺍﻟﺘﺴﻴﻴﺮ ﺍﻷﺧﺮﻯ      ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,30,30,10,10.30.30.10,Location,ﺍﻹﻛﺘﺮﺍﺀ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,30,30,10,10.30.30.10,Location de bâtiments administratifs,ﺍﻛﺘﺮﺍﺀ ﺑﻧﺎﻳﺎﺕ ﺇﺩﺍﺭﻳﺔ  ,444000.0,250000.0,250000.0
2020,Fonctionnement,Crédits,10,30,30,10,10.30.30.10,Location de logements,ﺍﻛﺘﺮﺍﺀ ﺩﻮﺭ ﻟﻠﺴﻜﻧﻰ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,30,30,10,10.30.30.10,Location de terrains,ﺍﻛﺘﺮﺍﺀ ﺃﺭﺍﻀﻲ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,30,30,10,10.30.30.10,Location de matériel de transport et engins,ﺍﻛﺘﺮﺍﺀ ﺁﻟﻴﺎﺕ ﺍﻟﻧﻘﻞ ﻮﺁﻟﻴﺎﺕ ﺃﺧﺮﻯ     ,10000.0,10000.0,10000.0
2020,Fonctionnement,Crédits,10,30,30,10,10.30.30.10,Location de matériel informatique,ﺍﻛﺘﺮﺍﺀ ﻋﺘﺎﺩ ﻣﻌﻠﻮﻣﺎﺗﻲ  ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  10,,454000.0,260000.0,260000.0
2020,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Maintenance et conservation de bâtiments et matériel technique,ﺍﻟﻌﻧﺎﻳﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﺑﻧﺎﻳﺎﺕ ﻮﺍﻟﻌﺘﺎﺩ ﺍﻟﺘﻘﻧﻲ    ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de bâtiments administratifs,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﺑﻧﺎﻳﺎﺕ ﺍﻹﺩﺍﺭﻳﺔ  ,50000.0,50000.0,50000.0
2020,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de logements,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﺩﻮﺭ ﺍﻟﺴﻜﻧﻲ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien et réparation courant de matériel informatique,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﻌﺘﺎﺩ ﺍﻟﻣﻌﻠﻮﻣﺎﺗﻲ     ,10000.0,10000.0,10000.0
2020,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de matériel et mobilier de bureau,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻌﺘﺎﺩ ﻮﺃﺛﺎﺕ ﺍﻟﻣﻜﺎﺗﺏ     ,10000.0,10000.0,10000.0
2020,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de réseaux téléphoniques électriques et deau,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﺸﺑﻜﺔ ﺍﻟﻬﺎﺗﻒ ﻮﺍﻟﻣﺎﺀ ﻮﺍﻟﻜﻬﺮﺑﺎﺀ     ,10000.0,10000.0,10000.0
2020,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de matériel technique,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﻌﺘﺎﺩ ﺍﻟﺘﻘﻧﻲ  ,30000.0,30000.0,30000.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  20,,110000.0,110000.0,110000.0
2020,Fonctionnement,Crédits,10,30,30,30,10.30.30.30,Fournitures et imprimés,ﻟﻮﺍﺯﻡ ﻮﻣﻄﺑﻮﻋﺎﺕ ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,30,30,30,10.30.30.30,Fournitures de bureau produits dimpression papeterie et imprimés,ﻟﻮﺍﺯﻡ ﺍﻟﻣﻜﺘﺏ ، ﻣﻮﺍﺩ ﺍﻟﻄﺑﺎﻋﺔ ، ﺃﻮﺭﺍﻖ ﻮﻣﻄﺑﻮﻋﺎﺕ ,300000.0,300000.0,300000.0
2020,Fonctionnement,Crédits,10,30,30,30,10.30.30.30,Fournitures pour matériel technique et informatique,ﻟﻮﺍﺯﻡ ﺍﻟﻌﺘﺎﺩ ﺍﻟﺘﻘﻧﻲ ﻮﺍﻟﻣﻌﻠﻮﻣﺎﺗﻲ    ,100000.0,100000.0,100000.0
2020,Fonctionnement,Crédits,10,30,30,30,10.30.30.30,Fournitures et produits de publication,ﻟﻮﺍﺯﻡ ﻮﻣﻧﺘﻮﺠﺎﺕ ﺍﻟﻧﺸﺮ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  30,,400000.0,400000.0,400000.0
2020,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Parc de véhicules et engins,ﻣﺮﺃﺏ ﺍﻟﺴﻴﺎﺭﺍﺕ ﻮﺍﻵﻟﻴﺎﺕ   ,0.0,0.0,0.0
2020,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Achat de carburants et lubrifiants,ﺸﺮﺍﺀ ﺍﻟﻮﻗﻮﺩ ﻮﺍﻟﺰﻳﻮﺕ,600000.0,600000.0,600000.0
2020,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Pièces de rechange et pneumatique pour les véhicules et engins,ﻗﻄﻊ ﺍﻟﻐﻴﺎﺭ ﻮﺍﻹﻄﺎﺭﺍﺕ ﺍﻟﻣﻄﺎﻄﻴﺔ ﻟﻠﺴﻴﺎﺭﺍﺕ ﻮﺍﻵﻟﻴﺎﺕ          ,200000.0,200000.0,200000.0
